800,600
400,380,1
400,400,1
400,420,1
400,440,1
400,460,1
400,480,1
400,500,1
400,520,1
400,540,1
400,560,1
400,580,1
420,0,2
420,20,2
420,40,2
420,60,2
420,80,2
420,100,2
420,120,2
420,140,2
420,160,2
420,180,2
420,200,2
420,220,1
420,240,1
420,260,1
420,280,1
420,300,1
420,320,1
420,340,1
420,360,1
420,380,1
420,400,1
420,420,1
420,440,1
420,460,1
420,480,1
420,500,1
420,520,1
420,540,1
420,560,1
420,580,1
440,0,2
440,20,2
440,40,2
440,60,2
440,80,2
440,100,2
440,120,2
440,140,2
440,160,2
440,180,2
440,200,2
440,220,2
440,240,2
440,260,1
440,280,1
440,300,1
440,320,1
440,340,1
440,360,1
440,380,1
440,400,1
440,420,1
440,440,1
440,460,1
440,480,1
440,500,1
440,520,1
440,540,1
440,560,1
440,580,1
460,0,2
460,20,2
460,40,2
460,60,2
460,80,2
460,100,2
460,120,2
460,140,2
460,160,2
460,180,2
460,200,2
460,220,2
460,240,2
460,260,2
460,280,1
460,300,1
460,320,1
460,340,1
460,360,1
460,380,1
460,400,1
460,420,1
460,440,1
460,460,1
460,480,1
460,500,1
460,520,1
460,540,1
460,560,1
460,580,1
480,0,2
480,20,2
480,40,2
480,60,2
480,80,2
480,100,2
480,120,2
480,140,2
480,160,2
480,180,2
480,200,2
480,220,2
480,240,2
480,260,2
480,280,2
480,300,1
480,320,1
480,340,1
480,360,1
480,380,1
480,400,1
480,420,1
480,440,1
480,460,1
480,480,1
480,500,1
480,520,1
480,540,1
480,560,1
480,580,1
500,0,2
500,20,2
500,40,2
500,60,2
500,80,2
500,100,2
500,120,2
500,140,2
500,160,2
500,180,2
500,200,2
500,220,2
500,240,2
500,260,2
500,280,2
500,300,2
500,320,1
500,340,1
500,360,1
500,380,1
500,400,1
500,420,1
500,440,1
500,460,1
500,480,1
500,500,1
500,520,1
500,540,1
500,560,1
500,580,1
520,0,2
520,20,2
520,40,2
520,60,2
520,80,2
520,100,2
520,120,2
520,140,2
520,160,2
520,180,2
520,200,2
520,220,2
520,240,2
520,260,2
520,280,2
520,300,2
520,320,1
520,340,1
520,360,1
520,380,1
520,400,1
520,420,1
520,440,1
520,460,1
520,480,1
520,500,1
520,520,1
520,540,1
520,560,1
520,580,1
540,0,2
540,20,2
540,40,2
540,60,2
540,80,2
540,100,2
540,120,2
540,140,2
540,160,3
540,180,2
540,200,2
540,220,2
540,240,2
540,260,2
540,280,2
540,300,2
540,320,2
540,340,3
540,360,1
540,380,1
540,400,1
540,420,1
540,440,1
540,460,1
540,480,1
540,500,1
540,520,1
540,540,1
540,560,1
540,580,1
560,0,2
560,20,2
560,40,2
560,60,2
560,80,2
560,100,2
560,120,2
560,140,2
560,160,2
560,180,2
560,200,2
560,220,3
560,240,2
560,260,2
560,280,2
560,300,2
560,320,2
560,340,3
560,360,1
560,380,1
560,400,1
560,420,1
560,440,1
560,460,1
560,480,1
560,500,1
560,520,1
560,540,1
560,560,1
560,580,1
580,0,2
580,20,2
580,40,2
580,60,2
580,80,2
580,100,2
580,120,2
580,140,2
580,160,2
580,180,2
580,200,2
580,220,2
580,240,2
580,260,2
580,280,2
580,300,2
580,320,2
580,340,3
580,360,1
580,380,1
580,400,1
580,420,1
580,440,1
580,460,1
580,480,1
580,500,1
580,520,1
580,540,1
580,560,1
580,580,1
600,0,2
600,20,2
600,40,2
600,60,2
600,80,2
600,100,2
600,120,2
600,140,2
600,160,2
600,180,2
600,200,2
600,220,2
600,240,2
600,260,2
600,280,2
600,300,2
600,320,1
600,340,1
600,360,1
600,380,1
600,400,1
600,420,1
600,440,1
600,460,1
600,480,1
600,500,1
600,520,1
600,540,1
600,560,1
600,580,1
620,0,2
620,20,2
620,40,2
620,60,2
620,80,2
620,100,2
620,120,2
620,140,2
620,160,2
620,180,2
620,200,2
620,220,2
620,240,2
620,260,2
620,280,2
620,300,1
620,320,1
620,340,1
620,360,1
620,380,1
620,400,1
620,420,1
620,440,1
620,460,1
620,480,1
620,500,1
620,520,1
620,540,1
620,560,1
620,580,1
640,0,2
640,20,2
640,40,2
640,60,2
640,80,2
640,100,2
640,120,2
640,140,2
640,160,2
640,180,2
640,200,2
640,220,2
640,240,2
640,260,2
640,280,1
640,300,1
640,320,1
640,340,1
640,360,1
640,380,1
640,400,1
640,420,1
640,440,1
640,460,1
640,480,1
640,500,1
640,520,1
640,540,1
640,560,1
640,580,1
660,0,2
660,20,2
660,40,2
660,60,2
660,80,2
660,100,2
660,120,2
660,140,2
660,160,2
660,180,2
660,200,2
660,220,2
660,240,2
660,260,1
660,280,1
660,300,1
660,320,1
660,340,1
660,360,1
660,380,1
660,400,1
660,420,1
660,440,1
660,460,1
660,480,1
660,500,1
660,520,1
660,540,1
660,560,1
660,580,1
680,0,2
680,20,2
680,40,2
680,60,2
680,80,2
680,100,2
680,120,2
680,140,2
680,160,2
680,180,2
680,200,2
680,220,1
680,240,1
680,260,1
680,280,1
680,300,1
680,320,1
680,340,1
680,360,1
680,380,1
680,400,1
680,420,1
680,440,1
680,460,1
680,480,1
680,500,1
680,520,1
680,540,1
680,560,1
680,580,1
700,0,2
700,20,2
700,40,2
700,60,2
700,80,2
700,100,3
700,120,1
700,140,1
700,160,1
700,180,1
700,200,1
700,220,1
700,240,1
700,260,1
700,280,1
700,300,1
700,320,1
700,340,1
700,360,1
700,380,1
700,400,1
700,420,1
700,440,1
700,460,1
700,480,1
700,500,1
700,520,1
700,540,1
700,560,1
700,580,1
720,0,2
720,20,2
720,40,2
720,60,2
720,80,2
720,100,1
720,120,1
720,140,1
720,160,1
720,180,1
720,200,1
720,220,1
720,240,1
720,260,1
720,280,1
720,300,1
720,320,1
720,340,1
720,360,1
720,380,1
720,400,1
720,420,1
720,440,1
720,460,1
720,480,1
720,500,1
720,520,1
720,540,1
720,560,1
720,580,1
740,0,2
740,20,2
740,40,2
740,60,2
740,80,1
740,100,1
740,120,1
740,140,1
740,160,1
740,180,1
740,200,1
740,220,1
740,240,1
740,260,1
740,280,1
740,300,1
740,320,1
740,340,1
740,360,1
740,380,1
740,400,1
740,420,1
740,440,1
740,460,1
740,480,1
740,500,1
740,520,1
740,540,1
740,560,1
740,580,1
760,0,2
760,20,2
760,40,2
760,60,2
760,80,1
760,100,1
760,120,1
760,140,1
760,160,1
760,180,1
760,200,1
760,220,1
760,240,1
760,260,1
760,280,1
760,300,1
760,320,1
760,340,1
760,360,1
760,380,1
760,400,1
760,420,1
760,440,1
760,460,1
760,480,1
760,500,1
760,520,1
760,540,1
760,560,1
760,580,1
780,0,2
780,20,2
780,40,2
780,60,4
780,80,1
780,100,1
780,120,1
780,140,1
780,160,1
780,180,1
780,200,1
780,220,1
780,240,1
780,260,1
780,280,1
780,300,1
780,320,1
780,340,1
780,360,1
780,380,1
780,400,1
780,420,1
780,440,1
780,460,1
780,480,1
780,500,1
780,520,1
780,540,1
780,560,1
780,580,1
11,313,0
