800,600
340,500,1
340,520,1
340,540,1
340,560,1
340,580,1
360,0,1
360,20,1
360,40,1
360,60,1
360,80,1
360,100,1
360,120,1
360,140,1
360,160,1
360,180,2
360,200,2
360,220,2
360,240,2
360,260,2
360,280,2
360,300,2
360,320,2
360,340,2
360,360,2
360,380,2
360,400,2
360,420,1
360,440,1
360,460,1
360,480,1
360,500,1
360,520,1
360,540,1
360,560,1
360,580,1
380,0,1
380,20,1
380,40,1
380,60,1
380,80,1
380,100,1
380,120,1
380,140,1
380,160,1
380,180,2
380,200,2
380,220,2
380,240,2
380,260,2
380,280,2
380,300,2
380,320,2
380,340,2
380,360,2
380,380,2
380,400,2
380,420,1
380,440,1
380,460,1
380,480,1
380,500,1
380,520,1
380,540,1
380,560,1
380,580,1
400,0,1
400,20,1
400,40,1
400,60,1
400,80,1
400,100,1
400,120,1
400,140,1
400,160,1
400,180,2
400,200,2
400,220,2
400,240,2
400,260,2
400,280,2
400,300,2
400,320,2
400,340,2
400,360,2
400,380,2
400,400,2
400,420,1
400,440,1
400,460,1
400,480,1
400,500,1
400,520,1
400,540,1
400,560,1
400,580,1
420,0,1
420,20,1
420,40,1
420,60,1
420,80,1
420,100,1
420,120,1
420,140,1
420,160,1
420,180,2
420,200,2
420,220,2
420,240,2
420,260,2
420,280,2
420,300,2
420,320,2
420,340,2
420,360,2
420,380,2
420,400,2
420,420,1
420,440,1
420,460,1
420,480,1
420,500,1
420,520,1
420,540,1
420,560,1
420,580,1
440,0,1
440,20,1
440,40,1
440,60,1
440,80,1
440,100,1
440,120,1
440,140,1
440,160,1
440,180,2
440,200,2
440,220,2
440,240,2
440,260,2
440,280,2
440,300,2
440,320,2
440,340,2
440,360,2
440,380,2
440,400,2
440,420,1
440,440,1
440,460,1
440,480,1
440,500,1
440,520,1
440,540,1
440,560,1
440,580,1
460,0,1
460,20,1
460,40,1
460,60,1
460,80,1
460,100,1
460,120,1
460,140,1
460,160,1
460,180,2
460,200,2
460,220,2
460,240,2
460,260,2
460,280,2
460,300,2
460,320,2
460,340,2
460,360,2
460,380,2
460,400,2
460,420,1
460,440,1
460,460,1
460,480,1
460,500,1
460,520,1
460,540,1
460,560,1
460,580,1
480,0,1
480,20,1
480,40,1
480,60,1
480,80,1
480,100,1
480,120,1
480,140,1
480,160,1
480,180,2
480,200,2
480,220,2
480,240,2
480,260,2
480,280,2
480,300,2
480,320,2
480,340,2
480,360,2
480,380,3
480,400,3
480,420,1
480,440,1
480,460,1
480,480,1
480,500,1
480,520,1
480,540,1
480,560,1
480,580,1
500,0,1
500,20,1
500,40,1
500,60,1
500,80,1
500,100,1
500,120,1
500,140,1
500,160,1
500,180,2
500,200,2
500,220,2
500,240,2
500,260,2
500,280,2
500,300,2
500,320,2
500,340,2
500,360,2
500,380,2
500,400,2
500,420,1
500,440,1
500,460,1
500,480,1
500,500,1
500,520,1
500,540,1
500,560,1
500,580,1
520,0,1
520,20,1
520,40,1
520,60,1
520,80,1
520,100,1
520,120,1
520,140,1
520,160,1
520,180,2
520,200,2
520,220,2
520,240,2
520,260,2
520,280,2
520,300,2
520,320,2
520,340,2
520,360,2
520,380,2
520,400,2
520,420,1
520,440,1
520,460,1
520,480,1
520,500,1
520,520,1
520,540,1
520,560,1
520,580,1
540,0,1
540,20,1
540,40,1
540,60,1
540,80,1
540,100,1
540,120,1
540,140,1
540,160,1
540,180,2
540,200,2
540,220,2
540,240,2
540,260,2
540,280,2
540,300,2
540,320,2
540,340,2
540,360,2
540,380,3
540,400,3
540,420,1
540,440,1
540,460,1
540,480,1
540,500,1
540,520,1
540,540,1
540,560,1
540,580,1
560,0,1
560,20,1
560,40,1
560,60,1
560,80,1
560,100,1
560,120,1
560,140,1
560,160,1
560,180,2
560,200,2
560,220,2
560,240,2
560,260,2
560,280,2
560,300,2
560,320,2
560,340,2
560,360,2
560,380,2
560,400,2
560,420,1
560,440,1
560,460,1
560,480,1
560,500,1
560,520,1
560,540,1
560,560,1
560,580,1
580,0,1
580,20,1
580,40,1
580,60,1
580,80,1
580,100,1
580,120,1
580,140,1
580,160,1
580,180,2
580,200,2
580,220,2
580,240,2
580,260,2
580,280,2
580,300,2
580,320,2
580,340,2
580,360,2
580,380,2
580,400,2
580,420,1
580,440,1
580,460,1
580,480,1
580,500,1
580,520,1
580,540,1
580,560,1
580,580,1
600,0,1
600,20,1
600,40,1
600,60,1
600,80,1
600,100,1
600,120,1
600,140,1
600,160,1
600,180,2
600,200,2
600,220,2
600,240,2
600,260,2
600,280,2
600,300,2
600,320,2
600,340,2
600,360,2
600,380,3
600,400,3
600,420,1
600,440,1
600,460,1
600,480,1
600,500,1
600,520,1
600,540,1
600,560,1
600,580,1
620,0,1
620,20,1
620,40,1
620,60,1
620,80,1
620,100,1
620,120,1
620,140,1
620,160,1
620,180,2
620,200,2
620,220,2
620,240,2
620,260,2
620,280,2
620,300,2
620,320,2
620,340,2
620,360,2
620,380,2
620,400,2
620,420,1
620,440,1
620,460,1
620,480,1
620,500,1
620,520,1
620,540,1
620,560,1
620,580,1
640,0,1
640,20,1
640,40,1
640,60,1
640,80,1
640,100,1
640,120,1
640,140,1
640,160,1
640,180,2
640,200,2
640,220,2
640,240,2
640,260,2
640,280,2
640,300,2
640,320,2
640,340,2
640,360,2
640,380,2
640,400,2
640,420,1
640,440,1
640,460,1
640,480,1
640,500,1
640,520,1
640,540,1
640,560,1
640,580,1
660,0,1
660,20,1
660,40,1
660,60,1
660,80,1
660,100,1
660,120,1
660,140,1
660,160,1
660,180,2
660,200,2
660,220,2
660,240,2
660,260,2
660,280,2
660,300,2
660,320,2
660,340,2
660,360,2
660,380,3
660,400,3
660,420,1
660,440,1
660,460,1
660,480,1
660,500,1
660,520,1
660,540,1
660,560,1
660,580,1
680,0,1
680,20,1
680,40,1
680,60,1
680,80,1
680,100,1
680,120,1
680,140,1
680,160,1
680,180,2
680,200,2
680,220,2
680,240,2
680,260,2
680,280,2
680,300,2
680,320,2
680,340,2
680,360,2
680,380,2
680,400,2
680,420,1
680,440,1
680,460,1
680,480,1
680,500,1
680,520,1
680,540,1
680,560,1
680,580,1
700,0,1
700,20,1
700,40,1
700,60,1
700,80,1
700,100,1
700,120,1
700,140,1
700,160,1
700,180,2
700,200,2
700,220,2
700,240,2
700,260,2
700,280,2
700,300,2
700,320,2
700,340,2
700,360,2
700,380,2
700,400,2
700,420,1
700,440,1
700,460,1
700,480,1
700,500,1
700,520,1
700,540,1
700,560,1
700,580,1
720,0,1
720,20,1
720,40,1
720,60,1
720,80,1
720,100,1
720,120,1
720,140,1
720,160,1
720,180,2
720,200,2
720,220,2
720,240,2
720,260,2
720,280,2
720,300,2
720,320,2
720,340,2
720,360,2
720,380,2
720,400,2
720,420,1
720,440,1
720,460,1
720,480,1
720,500,1
720,520,1
720,540,1
720,560,1
720,580,1
740,0,1
740,20,1
740,40,1
740,60,1
740,80,1
740,100,1
740,120,1
740,140,1
740,160,1
740,180,2
740,200,2
740,220,2
740,240,2
740,260,2
740,280,2
740,300,2
740,320,2
740,340,2
740,360,2
740,380,2
740,400,4
740,420,1
740,440,1
740,460,1
740,480,1
740,500,1
740,520,1
740,540,1
740,560,1
740,580,1
760,0,1
760,20,1
760,40,1
760,60,1
760,80,1
760,100,1
760,120,1
760,140,1
760,160,1
760,180,2
760,200,2
760,220,2
760,240,2
760,260,2
760,280,2
760,300,2
760,320,2
760,340,2
760,360,2
760,380,2
760,400,2
760,420,1
760,440,1
760,460,1
760,480,1
760,500,1
760,520,1
760,540,1
760,560,1
760,580,1
780,0,1
780,20,1
780,40,1
780,60,1
780,80,1
780,100,1
780,120,1
780,140,1
780,160,1
780,180,1
780,200,1
780,220,1
780,240,1
780,260,1
780,280,1
780,300,1
780,320,1
780,340,1
780,360,1
780,380,1
780,400,1
780,420,1
780,440,1
780,460,1
780,480,1
780,500,1
780,520,1
780,540,1
780,560,1
780,580,1
37,391,0
