800,600
340,500,3
340,520,3
340,540,2
340,560,1
340,580,1
360,0,1
360,20,1
360,40,3
360,60,2
360,80,2
360,100,3
360,120,3
360,140,1
360,160,1
360,180,1
360,200,1
360,220,1
360,240,3
360,260,3
360,280,3
360,300,2
360,320,2
360,340,2
360,360,1
360,380,1
360,400,1
360,420,1
360,440,1
360,460,3
360,480,3
360,500,3
360,520,2
360,540,2
360,560,1
360,580,1
380,0,1
380,20,1
380,40,3
380,60,2
380,80,2
380,100,2
380,120,2
380,140,1
380,160,1
380,180,1
380,200,1
380,220,1
380,240,3
380,260,3
380,280,3
380,300,2
380,320,2
380,340,1
380,360,1
380,380,1
380,400,1
380,420,1
380,440,1
380,460,3
380,480,3
380,500,2
380,520,2
380,540,2
380,560,1
380,580,1
400,0,1
400,20,1
400,40,3
400,60,2
400,80,2
400,100,2
400,120,2
400,140,1
400,160,1
400,180,1
400,200,1
400,220,1
400,240,3
400,260,3
400,280,3
400,300,2
400,320,2
400,340,1
400,360,1
400,380,1
400,400,1
400,420,1
400,440,1
400,460,3
400,480,3
400,500,2
400,520,2
400,540,3
400,560,1
400,580,1
420,0,1
420,20,1
420,40,3
420,60,2
420,80,2
420,100,2
420,120,2
420,140,1
420,160,1
420,180,1
420,200,1
420,220,3
420,240,3
420,260,3
420,280,2
420,300,2
420,320,3
420,340,1
420,360,1
420,380,1
420,400,1
420,420,1
420,440,1
420,460,3
420,480,3
420,500,2
420,520,2
420,540,2
420,560,1
420,580,1
440,0,1
440,20,1
440,40,3
440,60,3
440,80,2
440,100,2
440,120,2
440,140,1
440,160,1
440,180,1
440,200,1
440,220,3
440,240,3
440,260,2
440,280,2
440,300,2
440,320,1
440,340,1
440,360,1
440,380,1
440,400,1
440,420,1
440,440,1
440,460,3
440,480,3
440,500,3
440,520,2
440,540,2
440,560,1
440,580,1
460,0,1
460,20,1
460,40,3
460,60,2
460,80,2
460,100,3
460,120,3
460,140,1
460,160,1
460,180,1
460,200,1
460,220,3
460,240,2
460,260,2
460,280,2
460,300,2
460,320,1
460,340,1
460,360,1
460,380,1
460,400,1
460,420,1
460,440,1
460,460,3
460,480,3
460,500,3
460,520,3
460,540,2
460,560,1
460,580,1
480,0,1
480,20,1
480,40,3
480,60,3
480,80,2
480,100,2
480,120,2
480,140,1
480,160,1
480,180,1
480,200,3
480,220,3
480,240,2
480,260,2
480,280,2
480,300,3
480,320,1
480,340,1
480,360,1
480,380,1
480,400,1
480,420,1
480,440,1
480,460,3
480,480,3
480,500,3
480,520,3
480,540,2
480,560,1
480,580,1
500,0,1
500,20,1
500,40,3
500,60,2
500,80,2
500,100,2
500,120,2
500,140,1
500,160,1
500,180,3
500,200,3
500,220,3
500,240,3
500,260,2
500,280,2
500,300,1
500,320,1
500,340,1
500,360,1
500,380,1
500,400,1
500,420,1
500,440,1
500,460,3
500,480,3
500,500,3
500,520,3
500,540,2
500,560,1
500,580,1
520,0,1
520,20,1
520,40,3
520,60,2
520,80,2
520,100,2
520,120,2
520,140,1
520,160,1
520,180,3
520,200,2
520,220,2
520,240,2
520,260,2
520,280,2
520,300,1
520,320,1
520,340,1
520,360,1
520,380,1
520,400,1
520,420,1
520,440,1
520,460,3
520,480,3
520,500,3
520,520,2
520,540,2
520,560,1
520,580,1
540,0,1
540,20,1
540,40,3
540,60,3
540,80,3
540,100,2
540,120,2
540,140,1
540,160,1
540,180,3
540,200,2
540,220,2
540,240,2
540,260,2
540,280,1
540,300,1
540,320,1
540,340,1
540,360,1
540,380,1
540,400,1
540,420,1
540,440,1
540,460,3
540,480,3
540,500,2
540,520,2
540,540,2
540,560,1
540,580,1
560,0,1
560,20,1
560,40,3
560,60,2
560,80,2
560,100,2
560,120,3
560,140,1
560,160,1
560,180,2
560,200,2
560,220,2
560,240,2
560,260,2
560,280,1
560,300,1
560,320,1
560,340,1
560,360,1
560,380,1
560,400,1
560,420,1
560,440,1
560,460,3
560,480,2
560,500,2
560,520,2
560,540,3
560,560,1
560,580,1
580,0,1
580,20,1
580,40,3
580,60,3
580,80,3
580,100,2
580,120,2
580,140,1
580,160,2
580,180,2
580,200,2
580,220,2
580,240,2
580,260,1
580,280,1
580,300,1
580,320,1
580,340,1
580,360,1
580,380,1
580,400,1
580,420,1
580,440,1
580,460,3
580,480,2
580,500,2
580,520,3
580,540,3
580,560,1
580,580,1
600,0,1
600,20,1
600,40,3
600,60,2
600,80,2
600,100,2
600,120,2
600,140,1
600,160,3
600,180,3
600,200,2
600,220,3
600,240,3
600,260,1
600,280,1
600,300,1
600,320,1
600,340,1
600,360,1
600,380,1
600,400,1
600,420,1
600,440,1
600,460,3
600,480,2
600,500,2
600,520,3
600,540,3
600,560,1
600,580,1
620,0,1
620,20,1
620,40,3
620,60,2
620,80,2
620,100,2
620,120,2
620,140,1
620,160,2
620,180,2
620,200,2
620,220,2
620,240,1
620,260,1
620,280,1
620,300,1
620,320,1
620,340,1
620,360,1
620,380,1
620,400,1
620,420,1
620,440,1
620,460,3
620,480,2
620,500,2
620,520,2
620,540,3
620,560,1
620,580,1
640,0,1
640,20,1
640,40,3
640,60,2
640,80,2
640,100,2
640,120,3
640,140,3
640,160,2
640,180,2
640,200,2
640,220,2
640,240,1
640,260,1
640,280,1
640,300,1
640,320,1
640,340,1
640,360,1
640,380,1
640,400,1
640,420,1
640,440,1
640,460,3
640,480,2
640,500,2
640,520,2
640,540,2
640,560,1
640,580,1
660,0,1
660,20,1
660,40,3
660,60,2
660,80,2
660,100,2
660,120,2
660,140,2
660,160,2
660,180,2
660,200,2
660,220,1
660,240,1
660,260,1
660,280,1
660,300,1
660,320,1
660,340,1
660,360,1
660,380,1
660,400,1
660,420,1
660,440,1
660,460,2
660,480,2
660,500,2
660,520,2
660,540,2
660,560,1
660,580,1
680,0,1
680,20,1
680,40,3
680,60,2
680,80,2
680,100,2
680,120,2
680,140,2
680,160,2
680,180,2
680,200,2
680,220,1
680,240,1
680,260,1
680,280,1
680,300,1
680,320,1
680,340,1
680,360,1
680,380,1
680,400,1
680,420,1
680,440,1
680,460,2
680,480,2
680,500,3
680,520,3
680,540,3
680,560,1
680,580,1
700,0,1
700,20,1
700,40,3
700,60,3
700,80,2
700,100,2
700,120,2
700,140,2
700,160,2
700,180,3
700,200,1
700,220,1
700,240,1
700,260,1
700,280,1
700,300,1
700,320,1
700,340,1
700,360,1
700,380,1
700,400,1
700,420,1
700,440,1
700,460,2
700,480,2
700,500,2
700,520,2
700,540,2
700,560,1
700,580,1
720,0,1
720,20,1
720,40,3
720,60,3
720,80,3
720,100,2
720,120,2
720,140,2
720,160,2
720,180,3
720,200,1
720,220,1
720,240,1
720,260,1
720,280,1
720,300,1
720,320,1
720,340,1
720,360,1
720,380,1
720,400,1
720,420,1
720,440,1
720,460,3
720,480,2
720,500,2
720,520,2
720,540,2
720,560,1
720,580,1
740,0,1
740,20,1
740,40,1
740,60,1
740,80,1
740,100,1
740,120,1
740,140,1
740,160,1
740,180,1
740,200,1
740,220,1
740,240,1
740,260,1
740,280,1
740,300,1
740,320,1
740,340,1
740,360,1
740,380,1
740,400,1
740,420,1
740,440,1
740,460,1
740,480,1
740,500,1
740,520,1
740,540,1
740,560,1
740,580,1
760,0,1
760,20,1
760,40,1
760,60,1
760,80,1
760,100,1
760,120,1
760,140,1
760,160,1
760,180,1
760,200,1
760,220,1
760,240,1
760,260,1
760,280,1
760,300,1
760,320,1
760,340,1
760,360,1
760,380,1
760,400,1
760,420,1
760,440,1
760,460,1
760,480,1
760,500,1
760,520,1
760,540,1
760,560,1
760,580,1
780,0,1
780,20,1
780,40,1
780,60,1
780,80,1
780,100,1
780,120,1
780,140,1
780,160,1
780,180,1
780,200,1
780,220,1
780,240,1
780,260,1
780,280,1
780,300,1
780,320,1
780,340,1
780,360,1
780,380,1
780,400,1
780,420,1
780,440,1
780,460,1
780,480,1
780,500,1
780,520,1
780,540,1
780,560,1
780,580,1
709,531,0
