800,600
340,500,2
340,520,2
340,540,1
340,560,1
340,580,1
360,0,1
360,20,2
360,40,2
360,60,2
360,80,2
360,100,2
360,120,2
360,140,3
360,160,2
360,180,2
360,200,2
360,220,1
360,240,1
360,260,1
360,280,1
360,300,1
360,320,1
360,340,1
360,360,2
360,380,2
360,400,2
360,420,2
360,440,2
360,460,2
360,480,2
360,500,2
360,520,1
360,540,1
360,560,1
360,580,1
380,0,1
380,20,2
380,40,2
380,60,2
380,80,2
380,100,2
380,120,2
380,140,1
380,160,1
380,180,1
380,200,1
380,220,1
380,240,1
380,260,1
380,280,1
380,300,1
380,320,1
380,340,1
380,360,2
380,380,2
380,400,2
380,420,3
380,440,2
380,460,2
380,480,1
380,500,1
380,520,1
380,540,1
380,560,1
380,580,1
400,0,1
400,20,2
400,40,2
400,60,2
400,80,2
400,100,2
400,120,1
400,140,1
400,160,1
400,180,1
400,200,1
400,220,1
400,240,1
400,260,1
400,280,1
400,300,1
400,320,1
400,340,1
400,360,2
400,380,2
400,400,2
400,420,2
400,440,2
400,460,2
400,480,1
400,500,1
400,520,1
400,540,1
400,560,1
400,580,1
420,0,1
420,20,2
420,40,2
420,60,2
420,80,1
420,100,1
420,120,1
420,140,1
420,160,1
420,180,1
420,200,1
420,220,1
420,240,1
420,260,1
420,280,1
420,300,1
420,320,1
420,340,1
420,360,2
420,380,2
420,400,2
420,420,2
420,440,2
420,460,2
420,480,2
420,500,1
420,520,1
420,540,1
420,560,1
420,580,1
440,0,1
440,20,2
440,40,2
440,60,2
440,80,1
440,100,1
440,120,1
440,140,1
440,160,1
440,180,1
440,200,1
440,220,1
440,240,1
440,260,1
440,280,1
440,300,1
440,320,1
440,340,1
440,360,1
440,380,2
440,400,2
440,420,2
440,440,3
440,460,2
440,480,2
440,500,1
440,520,1
440,540,1
440,560,1
440,580,1
460,0,1
460,20,2
460,40,2
460,60,2
460,80,1
460,100,1
460,120,1
460,140,1
460,160,1
460,180,1
460,200,1
460,220,1
460,240,1
460,260,1
460,280,1
460,300,1
460,320,1
460,340,1
460,360,1
460,380,1
460,400,2
460,420,2
460,440,2
460,460,2
460,480,2
460,500,2
460,520,1
460,540,1
460,560,1
460,580,1
480,0,1
480,20,2
480,40,2
480,60,3
480,80,1
480,100,1
480,120,1
480,140,1
480,160,1
480,180,1
480,200,1
480,220,1
480,240,1
480,260,1
480,280,1
480,300,1
480,320,1
480,340,1
480,360,1
480,380,1
480,400,1
480,420,2
480,440,2
480,460,2
480,480,2
480,500,2
480,520,2
480,540,1
480,560,1
480,580,1
500,0,1
500,20,2
500,40,2
500,60,3
500,80,1
500,100,1
500,120,1
500,140,1
500,160,1
500,180,1
500,200,1
500,220,1
500,240,1
500,260,1
500,280,1
500,300,1
500,320,1
500,340,1
500,360,1
500,380,1
500,400,1
500,420,2
500,440,2
500,460,2
500,480,3
500,500,2
500,520,2
500,540,1
500,560,1
500,580,1
520,0,1
520,20,2
520,40,2
520,60,2
520,80,1
520,100,1
520,120,1
520,140,1
520,160,1
520,180,1
520,200,1
520,220,1
520,240,1
520,260,3
520,280,3
520,300,1
520,320,1
520,340,1
520,360,1
520,380,1
520,400,1
520,420,1
520,440,2
520,460,2
520,480,2
520,500,2
520,520,2
520,540,1
520,560,1
520,580,1
540,0,1
540,20,2
540,40,2
540,60,2
540,80,1
540,100,1
540,120,1
540,140,1
540,160,1
540,180,1
540,200,1
540,220,1
540,240,2
540,260,2
540,280,2
540,300,3
540,320,1
540,340,1
540,360,1
540,380,1
540,400,1
540,420,1
540,440,1
540,460,2
540,480,2
540,500,2
540,520,2
540,540,1
540,560,1
540,580,1
560,0,1
560,20,2
560,40,2
560,60,2
560,80,1
560,100,1
560,120,1
560,140,1
560,160,1
560,180,1
560,200,1
560,220,2
560,240,2
560,260,2
560,280,2
560,300,2
560,320,1
560,340,1
560,360,1
560,380,1
560,400,1
560,420,1
560,440,1
560,460,1
560,480,2
560,500,2
560,520,2
560,540,2
560,560,3
560,580,1
580,0,1
580,20,2
580,40,2
580,60,2
580,80,2
580,100,2
580,120,1
580,140,1
580,160,1
580,180,1
580,200,1
580,220,2
580,240,2
580,260,2
580,280,2
580,300,2
580,320,2
580,340,1
580,360,1
580,380,1
580,400,1
580,420,1
580,440,1
580,460,3
580,480,2
580,500,2
580,520,2
580,540,2
580,560,3
580,580,1
600,0,1
600,20,2
600,40,2
600,60,2
600,80,2
600,100,2
600,120,1
600,140,1
600,160,1
600,180,1
600,200,2
600,220,2
600,240,2
600,260,2
600,280,2
600,300,2
600,320,2
600,340,1
600,360,1
600,380,1
600,400,1
600,420,1
600,440,1
600,460,3
600,480,2
600,500,2
600,520,2
600,540,2
600,560,3
600,580,1
620,0,1
620,20,2
620,40,2
620,60,2
620,80,2
620,100,2
620,120,2
620,140,3
620,160,2
620,180,2
620,200,2
620,220,2
620,240,2
620,260,2
620,280,3
620,300,2
620,320,2
620,340,1
620,360,1
620,380,1
620,400,1
620,420,1
620,440,1
620,460,3
620,480,2
620,500,2
620,520,2
620,540,2
620,560,3
620,580,1
640,0,1
640,20,2
640,40,2
640,60,2
640,80,2
640,100,2
640,120,2
640,140,3
640,160,2
640,180,2
640,200,2
640,220,2
640,240,2
640,260,3
640,280,3
640,300,2
640,320,2
640,340,1
640,360,1
640,380,1
640,400,1
640,420,1
640,440,2
640,460,2
640,480,2
640,500,2
640,520,2
640,540,1
640,560,1
640,580,1
660,0,1
660,20,2
660,40,2
660,60,2
660,80,2
660,100,2
660,120,2
660,140,3
660,160,2
660,180,2
660,200,2
660,220,2
660,240,1
660,260,1
660,280,3
660,300,2
660,320,2
660,340,2
660,360,2
660,380,1
660,400,2
660,420,2
660,440,2
660,460,2
660,480,2
660,500,2
660,520,2
660,540,1
660,560,1
660,580,1
680,0,1
680,20,1
680,40,2
680,60,2
680,80,2
680,100,2
680,120,2
680,140,3
680,160,2
680,180,2
680,200,2
680,220,2
680,240,1
680,260,1
680,280,1
680,300,2
680,320,2
680,340,2
680,360,2
680,380,3
680,400,2
680,420,2
680,440,3
680,460,2
680,480,2
680,500,2
680,520,2
680,540,1
680,560,1
680,580,1
700,0,1
700,20,1
700,40,2
700,60,2
700,80,2
700,100,2
700,120,2
700,140,3
700,160,2
700,180,2
700,200,2
700,220,1
700,240,1
700,260,1
700,280,1
700,300,2
700,320,2
700,340,2
700,360,2
700,380,2
700,400,2
700,420,2
700,440,2
700,460,2
700,480,2
700,500,2
700,520,1
700,540,1
700,560,1
700,580,1
720,0,1
720,20,1
720,40,2
720,60,2
720,80,2
720,100,2
720,120,2
720,140,2
720,160,2
720,180,2
720,200,2
720,220,1
720,240,1
720,260,1
720,280,1
720,300,2
720,320,2
720,340,2
720,360,2
720,380,2
720,400,2
720,420,2
720,440,2
720,460,2
720,480,2
720,500,2
720,520,1
720,540,1
720,560,1
720,580,1
740,0,1
740,20,1
740,40,1
740,60,2
740,80,2
740,100,2
740,120,2
740,140,2
740,160,2
740,180,2
740,200,2
740,220,1
740,240,1
740,260,1
740,280,1
740,300,2
740,320,2
740,340,2
740,360,2
740,380,2
740,400,2
740,420,2
740,440,2
740,460,2
740,480,3
740,500,2
740,520,1
740,540,1
740,560,1
740,580,1
760,0,1
760,20,1
760,40,1
760,60,1
760,80,1
760,100,2
760,120,2
760,140,2
760,160,2
760,180,1
760,200,1
760,220,1
760,240,1
760,260,1
760,280,1
760,300,1
760,320,2
760,340,2
760,360,2
760,380,2
760,400,2
760,420,3
760,440,2
760,460,2
760,480,2
760,500,2
760,520,1
760,540,1
760,560,1
760,580,1
780,0,1
780,20,1
780,40,1
780,60,1
780,80,1
780,100,1
780,120,1
780,140,1
780,160,1
780,180,1
780,200,1
780,220,1
780,240,1
780,260,1
780,280,1
780,300,1
780,320,1
780,340,1
780,360,1
780,380,1
780,400,1
780,420,1
780,440,1
780,460,1
780,480,1
780,500,1
780,520,1
780,540,1
780,560,1
780,580,1
30,311,0
