800,600
340,500,2
340,520,2
340,540,2
340,560,2
340,580,3
360,0,1
360,20,2
360,40,2
360,60,2
360,80,1
360,100,2
360,120,2
360,140,2
360,160,2
360,180,2
360,200,1
360,220,1
360,240,2
360,260,2
360,280,2
360,300,2
360,320,2
360,340,2
360,360,2
360,380,3
360,400,1
360,420,1
360,440,1
360,460,1
360,480,1
360,500,2
360,520,2
360,540,2
360,560,2
360,580,3
380,0,1
380,20,2
380,40,2
380,60,2
380,80,1
380,100,2
380,120,2
380,140,2
380,160,2
380,180,2
380,200,1
380,220,1
380,240,2
380,260,2
380,280,2
380,300,2
380,320,2
380,340,2
380,360,2
380,380,3
380,400,1
380,420,1
380,440,1
380,460,1
380,480,1
380,500,2
380,520,2
380,540,2
380,560,2
380,580,3
400,0,1
400,20,2
400,40,2
400,60,2
400,80,1
400,100,2
400,120,2
400,140,2
400,160,2
400,180,2
400,200,1
400,220,1
400,240,2
400,260,2
400,280,2
400,300,2
400,320,2
400,340,2
400,360,2
400,380,3
400,400,1
400,420,1
400,440,1
400,460,1
400,480,1
400,500,2
400,520,2
400,540,2
400,560,2
400,580,3
420,0,1
420,20,2
420,40,2
420,60,2
420,80,1
420,100,2
420,120,2
420,140,2
420,160,2
420,180,2
420,200,1
420,220,1
420,240,2
420,260,2
420,280,2
420,300,2
420,320,2
420,340,2
420,360,2
420,380,3
420,400,1
420,420,1
420,440,1
420,460,1
420,480,1
420,500,2
420,520,2
420,540,2
420,560,2
420,580,1
440,0,1
440,20,2
440,40,2
440,60,2
440,80,1
440,100,2
440,120,2
440,140,2
440,160,2
440,180,2
440,200,1
440,220,1
440,240,2
440,260,2
440,280,2
440,300,2
440,320,2
440,340,2
440,360,2
440,380,3
440,400,1
440,420,1
440,440,1
440,460,1
440,480,1
440,500,1
440,520,2
440,540,2
440,560,2
440,580,1
460,0,1
460,20,2
460,40,2
460,60,2
460,80,2
460,100,2
460,120,2
460,140,2
460,160,2
460,180,3
460,200,1
460,220,1
460,240,2
460,260,2
460,280,2
460,300,2
460,320,2
460,340,2
460,360,2
460,380,3
460,400,1
460,420,1
460,440,1
460,460,1
460,480,1
460,500,1
460,520,2
460,540,2
460,560,2
460,580,1
480,0,1
480,20,2
480,40,2
480,60,2
480,80,2
480,100,2
480,120,2
480,140,2
480,160,2
480,180,2
480,200,1
480,220,1
480,240,2
480,260,2
480,280,2
480,300,2
480,320,2
480,340,2
480,360,2
480,380,1
480,400,1
480,420,1
480,440,1
480,460,1
480,480,1
480,500,1
480,520,2
480,540,2
480,560,2
480,580,1
500,0,1
500,20,2
500,40,2
500,60,2
500,80,2
500,100,2
500,120,2
500,140,2
500,160,2
500,180,2
500,200,1
500,220,1
500,240,2
500,260,2
500,280,2
500,300,4
500,320,2
500,340,2
500,360,2
500,380,1
500,400,1
500,420,1
500,440,1
500,460,1
500,480,1
500,500,1
500,520,2
500,540,2
500,560,2
500,580,1
520,0,1
520,20,2
520,40,2
520,60,3
520,80,3
520,100,2
520,120,2
520,140,2
520,160,2
520,180,2
520,200,1
520,220,1
520,240,2
520,260,2
520,280,2
520,300,2
520,320,2
520,340,2
520,360,2
520,380,1
520,400,1
520,420,1
520,440,1
520,460,1
520,480,1
520,500,1
520,520,2
520,540,2
520,560,3
520,580,1
540,0,1
540,20,2
540,40,2
540,60,2
540,80,2
540,100,2
540,120,2
540,140,2
540,160,2
540,180,2
540,200,1
540,220,1
540,240,2
540,260,2
540,280,2
540,300,2
540,320,2
540,340,2
540,360,2
540,380,3
540,400,1
540,420,1
540,440,1
540,460,1
540,480,1
540,500,1
540,520,2
540,540,2
540,560,2
540,580,1
560,0,1
560,20,2
560,40,2
560,60,2
560,80,2
560,100,2
560,120,2
560,140,2
560,160,2
560,180,2
560,200,1
560,220,1
560,240,2
560,260,2
560,280,2
560,300,2
560,320,2
560,340,2
560,360,2
560,380,3
560,400,1
560,420,1
560,440,1
560,460,1
560,480,1
560,500,1
560,520,2
560,540,2
560,560,2
560,580,1
580,0,1
580,20,2
580,40,2
580,60,2
580,80,2
580,100,2
580,120,1
580,140,2
580,160,2
580,180,2
580,200,1
580,220,1
580,240,2
580,260,2
580,280,2
580,300,2
580,320,2
580,340,2
580,360,2
580,380,3
580,400,1
580,420,1
580,440,1
580,460,1
580,480,1
580,500,1
580,520,3
580,540,2
580,560,2
580,580,1
600,0,1
600,20,2
600,40,2
600,60,2
600,80,2
600,100,2
600,120,1
600,140,2
600,160,2
600,180,2
600,200,1
600,220,1
600,240,2
600,260,2
600,280,2
600,300,2
600,320,2
600,340,2
600,360,2
600,380,3
600,400,1
600,420,1
600,440,1
600,460,1
600,480,1
600,500,1
600,520,2
600,540,2
600,560,2
600,580,1
620,0,1
620,20,2
620,40,2
620,60,2
620,80,2
620,100,2
620,120,1
620,140,2
620,160,2
620,180,2
620,200,1
620,220,1
620,240,2
620,260,2
620,280,2
620,300,2
620,320,2
620,340,2
620,360,2
620,380,3
620,400,1
620,420,1
620,440,1
620,460,1
620,480,1
620,500,1
620,520,2
620,540,2
620,560,2
620,580,1
640,0,1
640,20,2
640,40,2
640,60,2
640,80,2
640,100,2
640,120,1
640,140,2
640,160,2
640,180,2
640,200,1
640,220,1
640,240,2
640,260,2
640,280,2
640,300,2
640,320,2
640,340,2
640,360,2
640,380,1
640,400,1
640,420,1
640,440,1
640,460,1
640,480,1
640,500,1
640,520,2
640,540,2
640,560,3
640,580,1
660,0,1
660,20,2
660,40,2
660,60,2
660,80,2
660,100,2
660,120,1
660,140,2
660,160,2
660,180,2
660,200,1
660,220,1
660,240,1
660,260,1
660,280,1
660,300,2
660,320,2
660,340,2
660,360,2
660,380,1
660,400,1
660,420,1
660,440,1
660,460,1
660,480,1
660,500,1
660,520,2
660,540,2
660,560,2
660,580,1
680,0,1
680,20,2
680,40,2
680,60,2
680,80,2
680,100,2
680,120,2
680,140,2
680,160,2
680,180,2
680,200,1
680,220,1
680,240,3
680,260,1
680,280,1
680,300,1
680,320,2
680,340,2
680,360,2
680,380,1
680,400,1
680,420,1
680,440,1
680,460,1
680,480,1
680,500,1
680,520,2
680,540,2
680,560,2
680,580,1
700,0,1
700,20,2
700,40,2
700,60,2
700,80,2
700,100,2
700,120,2
700,140,2
700,160,2
700,180,2
700,200,2
700,220,2
700,240,2
700,260,2
700,280,2
700,300,2
700,320,2
700,340,2
700,360,2
700,380,2
700,400,2
700,420,2
700,440,2
700,460,2
700,480,2
700,500,2
700,520,2
700,540,2
700,560,2
700,580,1
720,0,1
720,20,2
720,40,2
720,60,2
720,80,2
720,100,2
720,120,2
720,140,2
720,160,2
720,180,2
720,200,2
720,220,2
720,240,2
720,260,2
720,280,2
720,300,2
720,320,2
720,340,2
720,360,2
720,380,2
720,400,2
720,420,2
720,440,2
720,460,2
720,480,2
720,500,2
720,520,2
720,540,2
720,560,2
720,580,1
740,0,1
740,20,2
740,40,2
740,60,2
740,80,2
740,100,2
740,120,2
740,140,2
740,160,2
740,180,2
740,200,2
740,220,2
740,240,2
740,260,2
740,280,2
740,300,2
740,320,2
740,340,2
740,360,2
740,380,2
740,400,2
740,420,2
740,440,2
740,460,2
740,480,2
740,500,2
740,520,2
740,540,2
740,560,2
740,580,1
760,0,1
760,20,1
760,40,1
760,60,1
760,80,1
760,100,1
760,120,1
760,140,1
760,160,1
760,180,1
760,200,1
760,220,1
760,240,1
760,260,1
760,280,1
760,300,1
760,320,1
760,340,1
760,360,1
760,380,1
760,400,1
760,420,1
760,440,1
760,460,1
760,480,1
760,500,1
760,520,1
760,540,1
760,560,1
760,580,1
780,0,1
780,20,1
780,40,1
780,60,1
780,80,1
780,100,1
780,120,1
780,140,1
780,160,1
780,180,1
780,200,1
780,220,1
780,240,1
780,260,1
780,280,1
780,300,1
780,320,1
780,340,1
780,360,1
780,380,1
780,400,1
780,420,1
780,440,1
780,460,1
780,480,1
780,500,1
780,520,1
780,540,1
780,560,1
780,580,1
109,348,0
